dok_id,rm,beteckning,titel,datum,debattnamn,dok_url_html,dok_url_text,date,year,month
H709129,2019/20,129,Protokoll 2019/20:129 Måndagen den 1 juni,2020-06-01,Protokoll,//data.riksdagen.se/dokument/H709129.html,//data.riksdagen.se/dokument/H709129.text,2020-06-01,2020,6
H709130,2019/20,130,Protokoll 2019/20:130 Tisdagen den 2 juni,2020-06-02,Protokoll,//data.riksdagen.se/dokument/H709130.html,//data.riksdagen.se/dokument/H709130.text,2020-06-02,2020,6
H709131,2019/20,131,Protokoll 2019/20:131 Onsdagen den 3 juni,2020-06-03,Protokoll,//data.riksdagen.se/dokument/H709131.html,//data.riksdagen.se/dokument/H709131.text,2020-06-03,2020,6
H709132,2019/20,132,Protokoll 2019/20:132 Torsdagen den 4 juni,2020-06-04,Protokoll,//data.riksdagen.se/dokument/H709132.html,//data.riksdagen.se/dokument/H709132.text,2020-06-04,2020,6
H709133,2019/20,133,Protokoll 2019/20:133 Fredagen den 5 juni,2020-06-05,Protokoll,//data.riksdagen.se/dokument/H709133.html,//data.riksdagen.se/dokument/H709133.text,2020-06-05,2020,6
H709134,2019/20,134,Protokoll 2019/20:134 Måndagen den 8 juni,2020-06-08,Protokoll,//data.riksdagen.se/dokument/H709134.html,//data.riksdagen.se/dokument/H709134.text,2020-06-08,2020,6
H709135,2019/20,135,Protokoll 2019/20:135 Tisdagen den 9 juni,2020-06-09,Protokoll,//data.riksdagen.se/dokument/H709135.html,//data.riksdagen.se/dokument/H709135.text,2020-06-09,2020,6
H709136,2019/20,136,Protokoll 2019/20:136 Onsdagen den 10 juni,2020-06-10,Protokoll,//data.riksdagen.se/dokument/H709136.html,//data.riksdagen.se/dokument/H709136.text,2020-06-10,2020,6
H709137,2019/20,137,Protokoll 2019/20:137 Torsdagen den 11 juni,2020-06-11,Protokoll,//data.riksdagen.se/dokument/H709137.html,//data.riksdagen.se/dokument/H709137.text,2020-06-11,2020,6
H709138,2019/20,138,Protokoll 2019/20:138 Fredagen den 12 juni,2020-06-12,Protokoll,//data.riksdagen.se/dokument/H709138.html,//data.riksdagen.se/dokument/H709138.text,2020-06-12,2020,6
H709139,2019/20,139,Protokoll 2019/20:139 Måndagen den 15 juni,2020-06-15,Protokoll,//data.riksdagen.se/dokument/H709139.html,//data.riksdagen.se/dokument/H709139.text,2020-06-15,2020,6
H709140,2019/20,140,Protokoll 2019/20:140 Tisdagen den 16 juni,2020-06-16,Protokoll,//data.riksdagen.se/dokument/H709140.html,//data.riksdagen.se/dokument/H709140.text,2020-06-16,2020,6
H709141,2019/20,141,Protokoll 2019/20:141 Onsdagen den 17 juni,2020-06-17,Protokoll,//data.riksdagen.se/dokument/H709141.html,//data.riksdagen.se/dokument/H709141.text,2020-06-17,2020,6
H709142,2019/20,142,Protokoll 2019/20:142 Måndagen den 22 juni,2020-06-22,Protokoll,//data.riksdagen.se/dokument/H709142.html,//data.riksdagen.se/dokument/H709142.text,2020-06-22,2020,6
H709143,2019/20,143,Protokoll 2019/20:143 Tisdagen den 23 juni,2020-06-23,Protokoll,//data.riksdagen.se/dokument/H709143.html,//data.riksdagen.se/dokument/H709143.text,2020-06-23,2020,6
H709144,2019/20,144,Protokoll 2019/20:144 Måndagen den 29 juni,2020-06-29,Protokoll,//data.riksdagen.se/dokument/H709144.html,//data.riksdagen.se/dokument/H709144.text,2020-06-29,2020,6
H709145,2019/20,145,Protokoll 2019/20:145 Tisdagen den 30 juni,2020-06-30,Protokoll,//data.riksdagen.se/dokument/H709145.html,//data.riksdagen.se/dokument/H709145.text,2020-06-30,2020,6
H709146,2019/20,146,Protokoll 2019/20:146 Torsdagen den 20 augusti,2020-08-20,Protokoll,//data.riksdagen.se/dokument/H709146.html,//data.riksdagen.se/dokument/H709146.text,2020-08-20,2020,8
H709147,2019/20,147,Protokoll 2019/20:147 Torsdagen den 27 augusti,2020-08-27,Protokoll,//data.riksdagen.se/dokument/H709147.html,//data.riksdagen.se/dokument/H709147.text,2020-08-27,2020,8
H709148,2019/20,148,Protokoll 2019/20:148 Torsdagen den 3 september,2020-09-03,Protokoll,//data.riksdagen.se/dokument/H709148.html,//data.riksdagen.se/dokument/H709148.text,2020-09-03,2020,9
H8091,2020/21,1,Protokoll 2020/21:1 Tisdagen den 8 september,2020-09-08,Protokoll,//data.riksdagen.se/dokument/H8091.html,//data.riksdagen.se/dokument/H8091.text,2020-09-08,2020,9
H8092,2020/21,2,Protokoll 2020/21:2 Tisdagen den 8 september,2020-09-08,Protokoll,//data.riksdagen.se/dokument/H8092.html,//data.riksdagen.se/dokument/H8092.text,2020-09-08,2020,9
H8093,2020/21,3,Protokoll 2020/21:3 Tisdagen den 8 september,2020-09-08,Protokoll,//data.riksdagen.se/dokument/H8093.html,//data.riksdagen.se/dokument/H8093.text,2020-09-08,2020,9
H8094,2020/21,4,Protokoll 2020/21:4 Onsdagen den 9 september,2020-09-09,Protokoll,//data.riksdagen.se/dokument/H8094.html,//data.riksdagen.se/dokument/H8094.text,2020-09-09,2020,9
H8095,2020/21,5,Protokoll 2020/21:5 Torsdagen den 10 september,2020-09-10,Protokoll,//data.riksdagen.se/dokument/H8095.html,//data.riksdagen.se/dokument/H8095.text,2020-09-10,2020,9
H8096,2020/21,6,Protokoll 2020/21:6 Fredagen den 11 september,2020-09-11,Protokoll,//data.riksdagen.se/dokument/H8096.html,//data.riksdagen.se/dokument/H8096.text,2020-09-11,2020,9
H8097,2020/21,7,Protokoll 2020/21:7 Tisdagen den 15 september,2020-09-15,Protokoll,//data.riksdagen.se/dokument/H8097.html,//data.riksdagen.se/dokument/H8097.text,2020-09-15,2020,9
H8098,2020/21,8,Protokoll 2020/21:8 Onsdagen den 16 september,2020-09-16,Protokoll,//data.riksdagen.se/dokument/H8098.html,//data.riksdagen.se/dokument/H8098.text,2020-09-16,2020,9
H8099,2020/21,9,Protokoll 2020/21:9 Torsdagen den 17 september,2020-09-17,Protokoll,//data.riksdagen.se/dokument/H8099.html,//data.riksdagen.se/dokument/H8099.text,2020-09-17,2020,9
H80910,2020/21,10,Protokoll 2020/21:10 Fredagen den 18 september,2020-09-18,Protokoll,//data.riksdagen.se/dokument/H80910.html,//data.riksdagen.se/dokument/H80910.text,2020-09-18,2020,9
H80911,2020/21,11,Protokoll 2020/21:11 Måndagen den 21 september,2020-09-21,Protokoll,//data.riksdagen.se/dokument/H80911.html,//data.riksdagen.se/dokument/H80911.text,2020-09-21,2020,9
H80912,2020/21,12,Protokoll 2020/21:12 Tisdagen den 22 september,2020-09-22,Protokoll,//data.riksdagen.se/dokument/H80912.html,//data.riksdagen.se/dokument/H80912.text,2020-09-22,2020,9
H80913,2020/21,13,Protokoll 2020/21:13 Onsdagen den 23 september,2020-09-23,Protokoll,//data.riksdagen.se/dokument/H80913.html,//data.riksdagen.se/dokument/H80913.text,2020-09-23,2020,9
H80914,2020/21,14,Protokoll 2020/21:14 Torsdagen den 24 september,2020-09-24,Protokoll,//data.riksdagen.se/dokument/H80914.html,//data.riksdagen.se/dokument/H80914.text,2020-09-24,2020,9
H80915,2020/21,15,Protokoll 2020/21:15 Fredagen den 25 september,2020-09-25,Protokoll,//data.riksdagen.se/dokument/H80915.html,//data.riksdagen.se/dokument/H80915.text,2020-09-25,2020,9
H80916,2020/21,16,Protokoll 2020/21:16 Tisdagen den 29 september,2020-09-29,Protokoll,//data.riksdagen.se/dokument/H80916.html,//data.riksdagen.se/dokument/H80916.text,2020-09-29,2020,9
H80917,2020/21,17,Protokoll 2020/21:17 Onsdagen den 30 september,2020-09-30,Protokoll,//data.riksdagen.se/dokument/H80917.html,//data.riksdagen.se/dokument/H80917.text,2020-09-30,2020,9
H80938,2020/21,38,Protokoll 2020/21:38 Torsdagen den 19 november,2020-11-19,Protokoll,//data.riksdagen.se/dokument/H80938.html,//data.riksdagen.se/dokument/H80938.text,2020-11-19,2020,11
H80939,2020/21,39,Protokoll 2020/21:39 Fredagen den 20 november,2020-11-20,Protokoll,//data.riksdagen.se/dokument/H80939.html,//data.riksdagen.se/dokument/H80939.text,2020-11-20,2020,11
H80940,2020/21,40,Protokoll 2020/21:40 Tisdagen den 24 november,2020-11-24,Protokoll,//data.riksdagen.se/dokument/H80940.html,//data.riksdagen.se/dokument/H80940.text,2020-11-24,2020,11
H80941,2020/21,41,Protokoll 2020/21:41 Onsdagen den 25 november,2020-11-25,Protokoll,//data.riksdagen.se/dokument/H80941.html,//data.riksdagen.se/dokument/H80941.text,2020-11-25,2020,11
H80942,2020/21,42,Protokoll 2020/21:42 Torsdagen den 26 november,2020-11-26,Protokoll,//data.riksdagen.se/dokument/H80942.html,//data.riksdagen.se/dokument/H80942.text,2020-11-26,2020,11
H80943,2020/21,43,Protokoll 2020/21:43 Fredagen den 27 november,2020-11-27,Protokoll,//data.riksdagen.se/dokument/H80943.html,//data.riksdagen.se/dokument/H80943.text,2020-11-27,2020,11
H80944,2020/21,44,Protokoll 2020/21:44 Tisdagen den 1 december,2020-12-01,Protokoll,//data.riksdagen.se/dokument/H80944.html,//data.riksdagen.se/dokument/H80944.text,2020-12-01,2020,12
H80945,2020/21,45,Protokoll 2020/21:45 Onsdagen den 2 december,2020-12-02,Protokoll,//data.riksdagen.se/dokument/H80945.html,//data.riksdagen.se/dokument/H80945.text,2020-12-02,2020,12
H80946,2020/21,46,Protokoll 2020/21:46 Torsdagen den 3 december,2020-12-03,Protokoll,//data.riksdagen.se/dokument/H80946.html,//data.riksdagen.se/dokument/H80946.text,2020-12-03,2020,12
H80947,2020/21,47,Protokoll 2020/21:47 Fredagen den 4 december,2020-12-04,Protokoll,//data.riksdagen.se/dokument/H80947.html,//data.riksdagen.se/dokument/H80947.text,2020-12-04,2020,12
H80948,2020/21,48,Protokoll 2020/21:48 Måndagen den 7 december,2020-12-07,Protokoll,//data.riksdagen.se/dokument/H80948.html,//data.riksdagen.se/dokument/H80948.text,2020-12-07,2020,12
H80949,2020/21,49,Protokoll 2020/21:49 Tisdagen den 8 december,2020-12-08,Protokoll,//data.riksdagen.se/dokument/H80949.html,//data.riksdagen.se/dokument/H80949.text,2020-12-08,2020,12
H80950,2020/21,50,Protokoll 2020/21:50 Onsdagen den 9 december,2020-12-09,Protokoll,//data.riksdagen.se/dokument/H80950.html,//data.riksdagen.se/dokument/H80950.text,2020-12-09,2020,12
H80951,2020/21,51,Protokoll 2020/21:51 Torsdagen den 10 december,2020-12-10,Protokoll,//data.riksdagen.se/dokument/H80951.html,//data.riksdagen.se/dokument/H80951.text,2020-12-10,2020,12
H80952,2020/21,52,Protokoll 2020/21:52 Fredagen den 11 december,2020-12-11,Protokoll,//data.riksdagen.se/dokument/H80952.html,//data.riksdagen.se/dokument/H80952.text,2020-12-11,2020,12
H80953,2020/21,53,Protokoll 2020/21:53 Måndagen den 14 december,2020-12-14,Protokoll,//data.riksdagen.se/dokument/H80953.html,//data.riksdagen.se/dokument/H80953.text,2020-12-14,2020,12
H80954,2020/21,54,Protokoll 2020/21:54 Tisdagen den 15 december,2020-12-15,Protokoll,//data.riksdagen.se/dokument/H80954.html,//data.riksdagen.se/dokument/H80954.text,2020-12-15,2020,12
H80955,2020/21,55,Protokoll 2020/21:55 Onsdagen den 16 december,2020-12-16,Protokoll,//data.riksdagen.se/dokument/H80955.html,//data.riksdagen.se/dokument/H80955.text,2020-12-16,2020,12
H80956,2020/21,56,Protokoll 2020/21:56 Torsdagen den 17 december,2020-12-17,Protokoll,//data.riksdagen.se/dokument/H80956.html,//data.riksdagen.se/dokument/H80956.text,2020-12-17,2020,12
H80957,2020/21,57,Protokoll 2020/21:57 Fredagen den 18 december,2020-12-18,Protokoll,//data.riksdagen.se/dokument/H80957.html,//data.riksdagen.se/dokument/H80957.text,2020-12-18,2020,12
H80982,2020/21,82,Protokoll 2020/21:82 Tisdagen den 23 februari,2021-02-23,Protokoll,//data.riksdagen.se/dokument/H80982.html,//data.riksdagen.se/dokument/H80982.text,2021-02-23,2021,2
H80983,2020/21,83,Protokoll 2020/21:83 Onsdagen den 24 februari,2021-02-24,Protokoll,//data.riksdagen.se/dokument/H80983.html,//data.riksdagen.se/dokument/H80983.text,2021-02-24,2021,2
H80984,2020/21,84,Protokoll 2020/21:84 Torsdagen den 25 februari,2021-02-25,Protokoll,//data.riksdagen.se/dokument/H80984.html,//data.riksdagen.se/dokument/H80984.text,2021-02-25,2021,2
H80985,2020/21,85,Protokoll 2020/21:85 Fredagen den 26 februari,2021-02-26,Protokoll,//data.riksdagen.se/dokument/H80985.html,//data.riksdagen.se/dokument/H80985.text,2021-02-26,2021,2
H80986,2020/21,86,Protokoll 2020/21:86 Tisdagen den 2 mars,2021-03-02,Protokoll,//data.riksdagen.se/dokument/H80986.html,//data.riksdagen.se/dokument/H80986.text,2021-03-02,2021,3
H80987,2020/21,87,Protokoll 2020/21:87 Onsdagen den 3 mars,2021-03-03,Protokoll,//data.riksdagen.se/dokument/H80987.html,//data.riksdagen.se/dokument/H80987.text,2021-03-03,2021,3
H80988,2020/21,88,Protokoll 2020/21:88 Torsdagen den 4 mars,2021-03-04,Protokoll,//data.riksdagen.se/dokument/H80988.html,//data.riksdagen.se/dokument/H80988.text,2021-03-04,2021,3
H80989,2020/21,89,Protokoll 2020/21:89 Fredagen den 5 mars,2021-03-05,Protokoll,//data.riksdagen.se/dokument/H80989.html,//data.riksdagen.se/dokument/H80989.text,2021-03-05,2021,3
H80990,2020/21,90,Protokoll 2020/21:90 Tisdagen den 9 mars,2021-03-09,Protokoll,//data.riksdagen.se/dokument/H80990.html,//data.riksdagen.se/dokument/H80990.text,2021-03-09,2021,3
H80991,2020/21,91,Protokoll 2020/21:91 Onsdagen den 10 mars,2021-03-10,Protokoll,//data.riksdagen.se/dokument/H80991.html,//data.riksdagen.se/dokument/H80991.text,2021-03-10,2021,3
H80992,2020/21,92,Protokoll 2020/21:92 Torsdagen den 11 mars,2021-03-11,Protokoll,//data.riksdagen.se/dokument/H80992.html,//data.riksdagen.se/dokument/H80992.text,2021-03-11,2021,3
H80993,2020/21,93,Protokoll 2020/21:93 Fredagen den 12 mars,2021-03-12,Protokoll,//data.riksdagen.se/dokument/H80993.html,//data.riksdagen.se/dokument/H80993.text,2021-03-12,2021,3
H80994,2020/21,94,Protokoll 2020/21:94 Tisdagen den 16 mars,2021-03-16,Protokoll,//data.riksdagen.se/dokument/H80994.html,//data.riksdagen.se/dokument/H80994.text,2021-03-16,2021,3
H80995,2020/21,95,Protokoll 2020/21:95 Onsdagen den 17 mars,2021-03-17,Protokoll,//data.riksdagen.se/dokument/H80995.html,//data.riksdagen.se/dokument/H80995.text,2021-03-17,2021,3
H80996,2020/21,96,Protokoll 2020/21:96 Torsdagen den 18 mars,2021-03-18,Protokoll,//data.riksdagen.se/dokument/H80996.html,//data.riksdagen.se/dokument/H80996.text,2021-03-18,2021,3
H80997,2020/21,97,Protokoll 2020/21:97 Fredagen den 19 mars,2021-03-19,Protokoll,//data.riksdagen.se/dokument/H80997.html,//data.riksdagen.se/dokument/H80997.text,2021-03-19,2021,3
H80998,2020/21,98,Protokoll 2020/21:98 Tisdagen den 23 mars,2021-03-23,Protokoll,//data.riksdagen.se/dokument/H80998.html,//data.riksdagen.se/dokument/H80998.text,2021-03-23,2021,3
H80999,2020/21,99,Protokoll 2020/21:99 Onsdagen den 24 mars,2021-03-24,Protokoll,//data.riksdagen.se/dokument/H80999.html,//data.riksdagen.se/dokument/H80999.text,2021-03-24,2021,3
H809100,2020/21,100,Protokoll 2020/21:100 Torsdagen den 25 mars,2021-03-25,Protokoll,//data.riksdagen.se/dokument/H809100.html,//data.riksdagen.se/dokument/H809100.text,2021-03-25,2021,3
H809101,2020/21,101,Protokoll 2020/21:101 Fredagen den 26 mars,2021-03-26,Protokoll,//data.riksdagen.se/dokument/H809101.html,//data.riksdagen.se/dokument/H809101.text,2021-03-26,2021,3
H809130,2020/21,130,Protokoll 2020/21:130 Måndagen den 31 maj,2021-05-31,Protokoll,//data.riksdagen.se/dokument/H809130.html,//data.riksdagen.se/dokument/H809130.text,2021-05-31,2021,5
H809131,2020/21,131,Protokoll 2020/21:131 Tisdagen den 1 juni,2021-06-01,Protokoll,//data.riksdagen.se/dokument/H809131.html,//data.riksdagen.se/dokument/H809131.text,2021-06-01,2021,6
H809132,2020/21,132,Protokoll 2020/21:132 Onsdagen den 2 juni,2021-06-02,Protokoll,//data.riksdagen.se/dokument/H809132.html,//data.riksdagen.se/dokument/H809132.text,2021-06-02,2021,6
H809133,2020/21,133,Protokoll 2020/21:133 Torsdagen den 3 juni,2021-06-03,Protokoll,//data.riksdagen.se/dokument/H809133.html,//data.riksdagen.se/dokument/H809133.text,2021-06-03,2021,6
H809134,2020/21,134,Protokoll 2020/21:134 Fredagen den 4 juni,2021-06-04,Protokoll,//data.riksdagen.se/dokument/H809134.html,//data.riksdagen.se/dokument/H809134.text,2021-06-04,2021,6
H809135,2020/21,135,Protokoll 2020/21:135 Måndagen den 7 juni,2021-06-07,Protokoll,//data.riksdagen.se/dokument/H809135.html,//data.riksdagen.se/dokument/H809135.text,2021-06-07,2021,6
H809136,2020/21,136,Protokoll 2020/21:136 Tisdagen den 8 juni,2021-06-08,Protokoll,//data.riksdagen.se/dokument/H809136.html,//data.riksdagen.se/dokument/H809136.text,2021-06-08,2021,6
H809137,2020/21,137,Protokoll 2020/21:137 Onsdagen den 9 juni,2021-06-09,Protokoll,//data.riksdagen.se/dokument/H809137.html,//data.riksdagen.se/dokument/H809137.text,2021-06-09,2021,6
H809138,2020/21,138,Protokoll 2020/21:138 Torsdagen den 10 juni,2021-06-10,Protokoll,//data.riksdagen.se/dokument/H809138.html,//data.riksdagen.se/dokument/H809138.text,2021-06-10,2021,6
H809139,2020/21,139,Protokoll 2020/21:139 Fredagen den 11 juni,2021-06-11,Protokoll,//data.riksdagen.se/dokument/H809139.html,//data.riksdagen.se/dokument/H809139.text,2021-06-11,2021,6
H809140,2020/21,140,Protokoll 2020/21:140 Måndagen den 14 juni,2021-06-14,Protokoll,//data.riksdagen.se/dokument/H809140.html,//data.riksdagen.se/dokument/H809140.text,2021-06-14,2021,6
H809141,2020/21,141,Protokoll 2020/21:141 Tisdagen den 15 juni,2021-06-15,Protokoll,//data.riksdagen.se/dokument/H809141.html,//data.riksdagen.se/dokument/H809141.text,2021-06-15,2021,6
H809142,2020/21,142,Protokoll 2020/21:142 Onsdagen den 16 juni,2021-06-16,Protokoll,//data.riksdagen.se/dokument/H809142.html,//data.riksdagen.se/dokument/H809142.text,2021-06-16,2021,6
H809143,2020/21,143,Protokoll 2020/21:143 Torsdagen den 17 juni,2021-06-17,Protokoll,//data.riksdagen.se/dokument/H809143.html,//data.riksdagen.se/dokument/H809143.text,2021-06-17,2021,6
H809144,2020/21,144,Protokoll 2020/21:144 Fredagen den 18 juni,2021-06-18,Protokoll,//data.riksdagen.se/dokument/H809144.html,//data.riksdagen.se/dokument/H809144.text,2021-06-18,2021,6
H809145,2020/21,145,Protokoll 2020/21:145 Måndagen den 21 juni,2021-06-21,Protokoll,//data.riksdagen.se/dokument/H809145.html,//data.riksdagen.se/dokument/H809145.text,2021-06-21,2021,6
H809146,2020/21,146,Protokoll 2020/21:146 Tisdagen den 22 juni,2021-06-22,Protokoll,//data.riksdagen.se/dokument/H809146.html,//data.riksdagen.se/dokument/H809146.text,2021-06-22,2021,6
H809147,2020/21,147,Protokoll 2020/21:147 Onsdagen den 23 juni,2021-06-23,Protokoll,//data.riksdagen.se/dokument/H809147.html,//data.riksdagen.se/dokument/H809147.text,2021-06-23,2021,6
H809148,2020/21,148,Protokoll 2020/21:148 Måndagen den 28 juni,2021-06-28,Protokoll,//data.riksdagen.se/dokument/H809148.html,//data.riksdagen.se/dokument/H809148.text,2021-06-28,2021,6
H809149,2020/21,149,Protokoll 2020/21:149 Tisdagen den 29 juni,2021-06-29,Protokoll,//data.riksdagen.se/dokument/H809149.html,//data.riksdagen.se/dokument/H809149.text,2021-06-29,2021,6
H809152,2020/21,152,Protokoll 2020/21:152 Onsdagen den 7 juli,2021-07-07,Protokoll,//data.riksdagen.se/dokument/H809152.html,//data.riksdagen.se/dokument/H809152.text,2021-07-07,2021,7
H809153,2020/21,153,Protokoll 2020/21:153 Fredagen den 9 juli,2021-07-09,Protokoll,//data.riksdagen.se/dokument/H809153.html,//data.riksdagen.se/dokument/H809153.text,2021-07-09,2021,7
H809154,2020/21,154,Protokoll 2020/21:154 Tisdagen den 17 augusti,2021-08-17,Protokoll,//data.riksdagen.se/dokument/H809154.html,//data.riksdagen.se/dokument/H809154.text,2021-08-17,2021,8
H809155,2020/21,155,Protokoll 2020/21:155 Torsdagen den 2 september,2021-09-02,Protokoll,//data.riksdagen.se/dokument/H809155.html,//data.riksdagen.se/dokument/H809155.text,2021-09-02,2021,9
H809156,2020/21,156,Protokoll 2020/21:156 Onsdagen den 8 september,2021-09-08,Protokoll,//data.riksdagen.se/dokument/H809156.html,//data.riksdagen.se/dokument/H809156.text,2021-09-08,2021,9
H809157,2020/21,157,Protokoll 2020/21:157 Torsdagen den 9 september,2021-09-09,Protokoll,//data.riksdagen.se/dokument/H809157.html,//data.riksdagen.se/dokument/H809157.text,2021-09-09,2021,9
H809158,2020/21,158,Protokoll 2020/21:158 Måndagen den 13 september,2021-09-13,Protokoll,//data.riksdagen.se/dokument/H809158.html,//data.riksdagen.se/dokument/H809158.text,2021-09-13,2021,9
H9092,2021/22,2,Protokoll 2021/22:2 Tisdagen den 14 september,2021-09-14,Protokoll,//data.riksdagen.se/dokument/H9092.html,//data.riksdagen.se/dokument/H9092.text,2021-09-14,2021,9
H9091,2021/22,1,Protokoll 2021/22:1 Tisdagen den 14 september,2021-09-14,Protokoll,//data.riksdagen.se/dokument/H9091.html,//data.riksdagen.se/dokument/H9091.text,2021-09-14,2021,9
H9093,2021/22,3,Protokoll 2021/22:3 Onsdagen den 15 september,2021-09-15,Protokoll,//data.riksdagen.se/dokument/H9093.html,//data.riksdagen.se/dokument/H9093.text,2021-09-15,2021,9
H9094,2021/22,4,Protokoll 2021/22:4 Torsdagen den 16 september,2021-09-16,Protokoll,//data.riksdagen.se/dokument/H9094.html,//data.riksdagen.se/dokument/H9094.text,2021-09-16,2021,9
H9095,2021/22,5,Protokoll 2021/22:5 Fredagen den 17 september,2021-09-17,Protokoll,//data.riksdagen.se/dokument/H9095.html,//data.riksdagen.se/dokument/H9095.text,2021-09-17,2021,9
H9096,2021/22,6,Protokoll 2021/22:6 Måndagen den 20 september,2021-09-20,Protokoll,//data.riksdagen.se/dokument/H9096.html,//data.riksdagen.se/dokument/H9096.text,2021-09-20,2021,9
H9097,2021/22,7,Protokoll 2021/22:7 Tisdagen den 21 september,2021-09-21,Protokoll,//data.riksdagen.se/dokument/H9097.html,//data.riksdagen.se/dokument/H9097.text,2021-09-21,2021,9
H9098,2021/22,8,Protokoll 2021/22:8 Onsdagen den 22 september,2021-09-22,Protokoll,//data.riksdagen.se/dokument/H9098.html,//data.riksdagen.se/dokument/H9098.text,2021-09-22,2021,9
H9099,2021/22,9,Protokoll 2021/22:9 Torsdagen den 23 september,2021-09-23,Protokoll,//data.riksdagen.se/dokument/H9099.html,//data.riksdagen.se/dokument/H9099.text,2021-09-23,2021,9
H90910,2021/22,10,Protokoll 2021/22:10 Fredagen den 24 september,2021-09-24,Protokoll,//data.riksdagen.se/dokument/H90910.html,//data.riksdagen.se/dokument/H90910.text,2021-09-24,2021,9
H90911,2021/22,11,Protokoll 2021/22:11 Tisdagen den 28 september,2021-09-28,Protokoll,//data.riksdagen.se/dokument/H90911.html,//data.riksdagen.se/dokument/H90911.text,2021-09-28,2021,9
H90912,2021/22,12,Protokoll 2021/22:12 Onsdagen den 29 september,2021-09-29,Protokoll,//data.riksdagen.se/dokument/H90912.html,//data.riksdagen.se/dokument/H90912.text,2021-09-29,2021,9
H90913,2021/22,13,Protokoll 2021/22:13 Torsdagen den 30 september,2021-09-30,Protokoll,//data.riksdagen.se/dokument/H90913.html,//data.riksdagen.se/dokument/H90913.text,2021-09-30,2021,9
H90930,2021/22,30,Protokoll 2021/22:30 Torsdagen den 18 november,2021-11-18,Protokoll,//data.riksdagen.se/dokument/H90930.html,//data.riksdagen.se/dokument/H90930.text,2021-11-18,2021,11
H90931,2021/22,31,Protokoll 2021/22:31 Måndagen den 22 november,2021-11-22,Protokoll,//data.riksdagen.se/dokument/H90931.html,//data.riksdagen.se/dokument/H90931.text,2021-11-22,2021,11
H90932,2021/22,32,Protokoll 2021/22:32 Tisdagen den 23 november,2021-11-23,Protokoll,//data.riksdagen.se/dokument/H90932.html,//data.riksdagen.se/dokument/H90932.text,2021-11-23,2021,11
H90933,2021/22,33,Protokoll 2021/22:33 Onsdagen den 24 november,2021-11-24,Protokoll,//data.riksdagen.se/dokument/H90933.html,//data.riksdagen.se/dokument/H90933.text,2021-11-24,2021,11
H90934,2021/22,34,Protokoll 2021/22:34 Torsdagen den 25 november,2021-11-25,Protokoll,//data.riksdagen.se/dokument/H90934.html,//data.riksdagen.se/dokument/H90934.text,2021-11-25,2021,11
H90935,2021/22,35,Protokoll 2021/22:35 Fredagen den 26 november,2021-11-26,Protokoll,//data.riksdagen.se/dokument/H90935.html,//data.riksdagen.se/dokument/H90935.text,2021-11-26,2021,11
H90936,2021/22,36,Protokoll 2021/22:36 Måndagen den 29 november,2021-11-29,Protokoll,//data.riksdagen.se/dokument/H90936.html,//data.riksdagen.se/dokument/H90936.text,2021-11-29,2021,11
H90937,2021/22,37,Protokoll 2021/22:37 Tisdagen den 30 november,2021-11-30,Protokoll,//data.riksdagen.se/dokument/H90937.html,//data.riksdagen.se/dokument/H90937.text,2021-11-30,2021,11
H90938,2021/22,38,Protokoll 2021/22:38 Onsdagen den 1 december,2021-12-01,Protokoll,//data.riksdagen.se/dokument/H90938.html,//data.riksdagen.se/dokument/H90938.text,2021-12-01,2021,12
H90939,2021/22,39,Protokoll 2021/22:39 Torsdagen den 2 december,2021-12-02,Protokoll,//data.riksdagen.se/dokument/H90939.html,//data.riksdagen.se/dokument/H90939.text,2021-12-02,2021,12
H90940,2021/22,40,Protokoll 2021/22:40 Tisdagen den 7 december,2021-12-07,Protokoll,//data.riksdagen.se/dokument/H90940.html,//data.riksdagen.se/dokument/H90940.text,2021-12-07,2021,12
H90941,2021/22,41,Protokoll 2021/22:41 Onsdagen den 8 december,2021-12-08,Protokoll,//data.riksdagen.se/dokument/H90941.html,//data.riksdagen.se/dokument/H90941.text,2021-12-08,2021,12
H90942,2021/22,42,Protokoll 2021/22:42 Torsdagen den 9 december,2021-12-09,Protokoll,//data.riksdagen.se/dokument/H90942.html,//data.riksdagen.se/dokument/H90942.text,2021-12-09,2021,12
H90943,2021/22,43,Protokoll 2021/22:43 Fredagen den 10 december,2021-12-10,Protokoll,//data.riksdagen.se/dokument/H90943.html,//data.riksdagen.se/dokument/H90943.text,2021-12-10,2021,12
H90944,2021/22,44,Protokoll 2021/22:44 Måndagen den 13 december,2021-12-13,Protokoll,//data.riksdagen.se/dokument/H90944.html,//data.riksdagen.se/dokument/H90944.text,2021-12-13,2021,12
H90945,2021/22,45,Protokoll 2021/22:45 Tisdagen den 14 december,2021-12-14,Protokoll,//data.riksdagen.se/dokument/H90945.html,//data.riksdagen.se/dokument/H90945.text,2021-12-14,2021,12
H90946,2021/22,46,Protokoll 2021/22:46 Onsdagen den 15 december,2021-12-15,Protokoll,//data.riksdagen.se/dokument/H90946.html,//data.riksdagen.se/dokument/H90946.text,2021-12-15,2021,12
H90947,2021/22,47,Protokoll 2021/22:47 Torsdagen den 16 december,2021-12-16,Protokoll,//data.riksdagen.se/dokument/H90947.html,//data.riksdagen.se/dokument/H90947.text,2021-12-16,2021,12
