dok_id,rm,beteckning,titel,datum,debattnamn,dok_url_html,dok_url_text,date,year,month
H509128,2017/18,128,Protokoll 2017/18:128 Fredagen den 8 juni,2018-06-08,Protokoll,//data.riksdagen.se/dokument/H509128.html,//data.riksdagen.se/dokument/H509128.text,2018-06-08,2018,6
H509129,2017/18,129,Protokoll 2017/18:129 Måndagen den 11 juni,2018-06-11,Protokoll,//data.riksdagen.se/dokument/H509129.html,//data.riksdagen.se/dokument/H509129.text,2018-06-11,2018,6
H509130,2017/18,130,Protokoll 2017/18:130 Tisdagen den 12 juni,2018-06-12,Protokoll,//data.riksdagen.se/dokument/H509130.html,//data.riksdagen.se/dokument/H509130.text,2018-06-12,2018,6
H509131,2017/18,131,Protokoll 2017/18:131 Onsdagen den 13 juni,2018-06-13,Protokoll,//data.riksdagen.se/dokument/H509131.html,//data.riksdagen.se/dokument/H509131.text,2018-06-13,2018,6
H509132,2017/18,132,Protokoll 2017/18:132 Torsdagen den 14 juni,2018-06-14,Protokoll,//data.riksdagen.se/dokument/H509132.html,//data.riksdagen.se/dokument/H509132.text,2018-06-14,2018,6
H509133,2017/18,133,Protokoll 2017/18:133 Fredagen den 15 juni,2018-06-15,Protokoll,//data.riksdagen.se/dokument/H509133.html,//data.riksdagen.se/dokument/H509133.text,2018-06-15,2018,6
H509134,2017/18,134,Protokoll 2017/18:134 Måndagen den 18 juni,2018-06-18,Protokoll,//data.riksdagen.se/dokument/H509134.html,//data.riksdagen.se/dokument/H509134.text,2018-06-18,2018,6
H509135,2017/18,135,Protokoll 2017/18:135 Tisdagen den 19 juni,2018-06-19,Protokoll,//data.riksdagen.se/dokument/H509135.html,//data.riksdagen.se/dokument/H509135.text,2018-06-19,2018,6
H509136,2017/18,136,Protokoll 2017/18:136 Onsdagen den 20 juni,2018-06-20,Protokoll,//data.riksdagen.se/dokument/H509136.html,//data.riksdagen.se/dokument/H509136.text,2018-06-20,2018,6
H509137,2017/18,137,Protokoll 2017/18:137 Måndagen den 25 juni,2018-06-25,Protokoll,//data.riksdagen.se/dokument/H509137.html,//data.riksdagen.se/dokument/H509137.text,2018-06-25,2018,6
H509138,2017/18,138,Protokoll 2017/18:138 Tisdagen den 26 juni,2018-06-26,Protokoll,//data.riksdagen.se/dokument/H509138.html,//data.riksdagen.se/dokument/H509138.text,2018-06-26,2018,6
H509139,2017/18,139,Protokoll 2017/18:139 Onsdagen den 27 juni,2018-06-27,Protokoll,//data.riksdagen.se/dokument/H509139.html,//data.riksdagen.se/dokument/H509139.text,2018-06-27,2018,6
H509140,2017/18,140,Protokoll 2017/18:140 Torsdagen den 28 juni,2018-06-28,Protokoll,//data.riksdagen.se/dokument/H509140.html,//data.riksdagen.se/dokument/H509140.text,2018-06-28,2018,6
H509141,2017/18,141,Protokoll 2017/18:141 Torsdagen den 9 augusti,2018-08-09,Protokoll,//data.riksdagen.se/dokument/H509141.html,//data.riksdagen.se/dokument/H509141.text,2018-08-09,2018,8
H509142,2017/18,142,Protokoll 2017/18:142 Torsdagen den 30 augusti,2018-08-30,Protokoll,//data.riksdagen.se/dokument/H509142.html,//data.riksdagen.se/dokument/H509142.text,2018-08-30,2018,8
H6091,2018/19,1,Protokoll 2018/19:1 Måndagen den 24 september,2018-09-24,Protokoll,//data.riksdagen.se/dokument/H6091.html,//data.riksdagen.se/dokument/H6091.text,2018-09-24,2018,9
H6093,2018/19,3,Protokoll 2018/19:3 Tisdagen den 25 september,2018-09-25,Protokoll,//data.riksdagen.se/dokument/H6093.html,//data.riksdagen.se/dokument/H6093.text,2018-09-25,2018,9
H6092,2018/19,2,Protokoll 2018/19:2 Tisdagen den 25 september,2018-09-25,Protokoll,//data.riksdagen.se/dokument/H6092.html,//data.riksdagen.se/dokument/H6092.text,2018-09-25,2018,9
H6094,2018/19,4,Protokoll 2018/19:4 Onsdagen den 26 september,2018-09-26,Protokoll,//data.riksdagen.se/dokument/H6094.html,//data.riksdagen.se/dokument/H6094.text,2018-09-26,2018,9
H60916,2018/19,16,Protokoll 2018/19:16 Onsdagen den 14 november,2018-11-14,Protokoll,//data.riksdagen.se/dokument/H60916.html,//data.riksdagen.se/dokument/H60916.text,2018-11-14,2018,11
H60917,2018/19,17,Protokoll 2018/19:17 Torsdagen den 15 november,2018-11-15,Protokoll,//data.riksdagen.se/dokument/H60917.html,//data.riksdagen.se/dokument/H60917.text,2018-11-15,2018,11
H60918,2018/19,18,Protokoll 2018/19:18 Tisdagen den 20 november,2018-11-20,Protokoll,//data.riksdagen.se/dokument/H60918.html,//data.riksdagen.se/dokument/H60918.text,2018-11-20,2018,11
H60919,2018/19,19,Protokoll 2018/19:19 Onsdagen den 21 november,2018-11-21,Protokoll,//data.riksdagen.se/dokument/H60919.html,//data.riksdagen.se/dokument/H60919.text,2018-11-21,2018,11
H60920,2018/19,20,Protokoll 2018/19:20 Torsdagen den 22 november,2018-11-22,Protokoll,//data.riksdagen.se/dokument/H60920.html,//data.riksdagen.se/dokument/H60920.text,2018-11-22,2018,11
H60921,2018/19,21,Protokoll 2018/19:21 Tisdagen den 27 november,2018-11-27,Protokoll,//data.riksdagen.se/dokument/H60921.html,//data.riksdagen.se/dokument/H60921.text,2018-11-27,2018,11
H60922,2018/19,22,Protokoll 2018/19:22 Onsdagen den 28 november,2018-11-28,Protokoll,//data.riksdagen.se/dokument/H60922.html,//data.riksdagen.se/dokument/H60922.text,2018-11-28,2018,11
H60923,2018/19,23,Protokoll 2018/19:23 Tisdagen den 4 december,2018-12-04,Protokoll,//data.riksdagen.se/dokument/H60923.html,//data.riksdagen.se/dokument/H60923.text,2018-12-04,2018,12
H60924,2018/19,24,Protokoll 2018/19:24 Onsdagen den 5 december,2018-12-05,Protokoll,//data.riksdagen.se/dokument/H60924.html,//data.riksdagen.se/dokument/H60924.text,2018-12-05,2018,12
H60925,2018/19,25,Protokoll 2018/19:25 Måndagen den 10 december,2018-12-10,Protokoll,//data.riksdagen.se/dokument/H60925.html,//data.riksdagen.se/dokument/H60925.text,2018-12-10,2018,12
H60926,2018/19,26,Protokoll 2018/19:26 Tisdagen den 11 december,2018-12-11,Protokoll,//data.riksdagen.se/dokument/H60926.html,//data.riksdagen.se/dokument/H60926.text,2018-12-11,2018,12
H60927,2018/19,27,Protokoll 2018/19:27 Onsdagen den 12 december,2018-12-12,Protokoll,//data.riksdagen.se/dokument/H60927.html,//data.riksdagen.se/dokument/H60927.text,2018-12-12,2018,12
H60928,2018/19,28,Protokoll 2018/19:28 Torsdagen den 13 december,2018-12-13,Protokoll,//data.riksdagen.se/dokument/H60928.html,//data.riksdagen.se/dokument/H60928.text,2018-12-13,2018,12
H60929,2018/19,29,Protokoll 2018/19:29 Fredagen den 14 december,2018-12-14,Protokoll,//data.riksdagen.se/dokument/H60929.html,//data.riksdagen.se/dokument/H60929.text,2018-12-14,2018,12
H60930,2018/19,30,Protokoll 2018/19:30 Lördagen den 15 december,2018-12-15,Protokoll,//data.riksdagen.se/dokument/H60930.html,//data.riksdagen.se/dokument/H60930.text,2018-12-15,2018,12
H60931,2018/19,31,Protokoll 2018/19:31 Måndagen den 17 december,2018-12-17,Protokoll,//data.riksdagen.se/dokument/H60931.html,//data.riksdagen.se/dokument/H60931.text,2018-12-17,2018,12
H60932,2018/19,32,Protokoll 2018/19:32 Tisdagen den 18 december,2018-12-18,Protokoll,//data.riksdagen.se/dokument/H60932.html,//data.riksdagen.se/dokument/H60932.text,2018-12-18,2018,12
H60933,2018/19,33,Protokoll 2018/19:33 Onsdagen den 19 december,2018-12-19,Protokoll,//data.riksdagen.se/dokument/H60933.html,//data.riksdagen.se/dokument/H60933.text,2018-12-19,2018,12
H60934,2018/19,34,Protokoll 2018/19:34 Torsdagen den 20 december,2018-12-20,Protokoll,//data.riksdagen.se/dokument/H60934.html,//data.riksdagen.se/dokument/H60934.text,2018-12-20,2018,12
H60935,2018/19,35,Protokoll 2018/19:35 Fredagen den 21 december,2018-12-21,Protokoll,//data.riksdagen.se/dokument/H60935.html,//data.riksdagen.se/dokument/H60935.text,2018-12-21,2018,12
H60951,2018/19,51,Protokoll 2018/19:51 Tisdagen den 12 februari,2019-02-12,Protokoll,//data.riksdagen.se/dokument/H60951.html,//data.riksdagen.se/dokument/H60951.text,2019-02-12,2019,2
H60952,2018/19,52,Protokoll 2018/19:52 Onsdagen den 13 februari,2019-02-13,Protokoll,//data.riksdagen.se/dokument/H60952.html,//data.riksdagen.se/dokument/H60952.text,2019-02-13,2019,2
H60953,2018/19,53,Protokoll 2018/19:53 Torsdagen den 14 februari,2019-02-14,Protokoll,//data.riksdagen.se/dokument/H60953.html,//data.riksdagen.se/dokument/H60953.text,2019-02-14,2019,2
H60954,2018/19,54,Protokoll 2018/19:54 Fredagen den 15 februari,2019-02-15,Protokoll,//data.riksdagen.se/dokument/H60954.html,//data.riksdagen.se/dokument/H60954.text,2019-02-15,2019,2
H60955,2018/19,55,Protokoll 2018/19:55 Tisdagen den 26 februari,2019-02-26,Protokoll,//data.riksdagen.se/dokument/H60955.html,//data.riksdagen.se/dokument/H60955.text,2019-02-26,2019,2
H60956,2018/19,56,Protokoll 2018/19:56 Onsdagen den 27 februari,2019-02-27,Protokoll,//data.riksdagen.se/dokument/H60956.html,//data.riksdagen.se/dokument/H60956.text,2019-02-27,2019,2
H60957,2018/19,57,Protokoll 2018/19:57 Torsdagen den 28 februari,2019-02-28,Protokoll,//data.riksdagen.se/dokument/H60957.html,//data.riksdagen.se/dokument/H60957.text,2019-02-28,2019,2
H60958,2018/19,58,Protokoll 2018/19:58 Fredagen den 1 mars,2019-03-01,Protokoll,//data.riksdagen.se/dokument/H60958.html,//data.riksdagen.se/dokument/H60958.text,2019-03-01,2019,3
H60959,2018/19,59,Protokoll 2018/19:59 Tisdagen den 5 mars,2019-03-05,Protokoll,//data.riksdagen.se/dokument/H60959.html,//data.riksdagen.se/dokument/H60959.text,2019-03-05,2019,3
H60960,2018/19,60,Protokoll 2018/19:60 Onsdagen den 6 mars,2019-03-06,Protokoll,//data.riksdagen.se/dokument/H60960.html,//data.riksdagen.se/dokument/H60960.text,2019-03-06,2019,3
H60961,2018/19,61,Protokoll 2018/19:61 Torsdagen den 7 mars,2019-03-07,Protokoll,//data.riksdagen.se/dokument/H60961.html,//data.riksdagen.se/dokument/H60961.text,2019-03-07,2019,3
H60962,2018/19,62,Protokoll 2018/19:62 Fredagen den 8 mars,2019-03-08,Protokoll,//data.riksdagen.se/dokument/H60962.html,//data.riksdagen.se/dokument/H60962.text,2019-03-08,2019,3
H60963,2018/19,63,Protokoll 2018/19:63 Tisdagen den 12 mars,2019-03-12,Protokoll,//data.riksdagen.se/dokument/H60963.html,//data.riksdagen.se/dokument/H60963.text,2019-03-12,2019,3
H60964,2018/19,64,Protokoll 2018/19:64 Onsdagen den 13 mars,2019-03-13,Protokoll,//data.riksdagen.se/dokument/H60964.html,//data.riksdagen.se/dokument/H60964.text,2019-03-13,2019,3
H60965,2018/19,65,Protokoll 2018/19:65 Torsdagen den 14 mars,2019-03-14,Protokoll,//data.riksdagen.se/dokument/H60965.html,//data.riksdagen.se/dokument/H60965.text,2019-03-14,2019,3
H60966,2018/19,66,Protokoll 2018/19:66 Fredagen den 15 mars,2019-03-15,Protokoll,//data.riksdagen.se/dokument/H60966.html,//data.riksdagen.se/dokument/H60966.text,2019-03-15,2019,3
H60967,2018/19,67,Protokoll 2018/19:67 Tisdagen den 26 mars,2019-03-26,Protokoll,//data.riksdagen.se/dokument/H60967.html,//data.riksdagen.se/dokument/H60967.text,2019-03-26,2019,3
H60968,2018/19,68,Protokoll 2018/19:68 Onsdagen den 27 mars,2019-03-27,Protokoll,//data.riksdagen.se/dokument/H60968.html,//data.riksdagen.se/dokument/H60968.text,2019-03-27,2019,3
H60969,2018/19,69,Protokoll 2018/19:69 Torsdagen den 28 mars,2019-03-28,Protokoll,//data.riksdagen.se/dokument/H60969.html,//data.riksdagen.se/dokument/H60969.text,2019-03-28,2019,3
H60970,2018/19,70,Protokoll 2018/19:70 Fredagen den 29 mars,2019-03-29,Protokoll,//data.riksdagen.se/dokument/H60970.html,//data.riksdagen.se/dokument/H60970.text,2019-03-29,2019,3
H60991,2018/19,91,Protokoll 2018/19:91 Måndagen den 13 maj,2019-05-13,Protokoll,//data.riksdagen.se/dokument/H60991.html,//data.riksdagen.se/dokument/H60991.text,2019-05-13,2019,5
H60992,2018/19,92,Protokoll 2018/19:92 Tisdagen den 14 maj,2019-05-14,Protokoll,//data.riksdagen.se/dokument/H60992.html,//data.riksdagen.se/dokument/H60992.text,2019-05-14,2019,5
H60993,2018/19,93,Protokoll 2018/19:93 Onsdagen den 15 maj,2019-05-15,Protokoll,//data.riksdagen.se/dokument/H60993.html,//data.riksdagen.se/dokument/H60993.text,2019-05-15,2019,5
H60994,2018/19,94,Protokoll 2018/19:94 Torsdagen den 16 maj,2019-05-16,Protokoll,//data.riksdagen.se/dokument/H60994.html,//data.riksdagen.se/dokument/H60994.text,2019-05-16,2019,5
H60995,2018/19,95,Protokoll 2018/19:95 Måndagen den 27 maj,2019-05-27,Protokoll,//data.riksdagen.se/dokument/H60995.html,//data.riksdagen.se/dokument/H60995.text,2019-05-27,2019,5
H60996,2018/19,96,Protokoll 2018/19:96 Tisdagen den 28 maj,2019-05-28,Protokoll,//data.riksdagen.se/dokument/H60996.html,//data.riksdagen.se/dokument/H60996.text,2019-05-28,2019,5
H60997,2018/19,97,Protokoll 2018/19:97 Onsdagen den 29 maj,2019-05-29,Protokoll,//data.riksdagen.se/dokument/H60997.html,//data.riksdagen.se/dokument/H60997.text,2019-05-29,2019,5
H60998,2018/19,98,Protokoll 2018/19:98 Måndagen den 3 juni,2019-06-03,Protokoll,//data.riksdagen.se/dokument/H60998.html,//data.riksdagen.se/dokument/H60998.text,2019-06-03,2019,6
H60999,2018/19,99,Protokoll 2018/19:99 Tisdagen den 4 juni,2019-06-04,Protokoll,//data.riksdagen.se/dokument/H60999.html,//data.riksdagen.se/dokument/H60999.text,2019-06-04,2019,6
H609100,2018/19,100,Protokoll 2018/19:100 Onsdagen den 5 juni,2019-06-05,Protokoll,//data.riksdagen.se/dokument/H609100.html,//data.riksdagen.se/dokument/H609100.text,2019-06-05,2019,6
H609101,2018/19,101,Protokoll 2018/19:101 Måndagen den 10 juni,2019-06-10,Protokoll,//data.riksdagen.se/dokument/H609101.html,//data.riksdagen.se/dokument/H609101.text,2019-06-10,2019,6
H609102,2018/19,102,Protokoll 2018/19:102 Tisdagen den 11 juni,2019-06-11,Protokoll,//data.riksdagen.se/dokument/H609102.html,//data.riksdagen.se/dokument/H609102.text,2019-06-11,2019,6
H609103,2018/19,103,Protokoll 2018/19:103 Onsdagen den 12 juni,2019-06-12,Protokoll,//data.riksdagen.se/dokument/H609103.html,//data.riksdagen.se/dokument/H609103.text,2019-06-12,2019,6
H609104,2018/19,104,Protokoll 2018/19:104 Torsdagen den 13 juni,2019-06-13,Protokoll,//data.riksdagen.se/dokument/H609104.html,//data.riksdagen.se/dokument/H609104.text,2019-06-13,2019,6
H609105,2018/19,105,Protokoll 2018/19:105 Fredagen den 14 juni,2019-06-14,Protokoll,//data.riksdagen.se/dokument/H609105.html,//data.riksdagen.se/dokument/H609105.text,2019-06-14,2019,6
H609106,2018/19,106,Protokoll 2018/19:106 Måndagen den 17 juni,2019-06-17,Protokoll,//data.riksdagen.se/dokument/H609106.html,//data.riksdagen.se/dokument/H609106.text,2019-06-17,2019,6
H609107,2018/19,107,Protokoll 2018/19:107 Tisdagen den 18 juni,2019-06-18,Protokoll,//data.riksdagen.se/dokument/H609107.html,//data.riksdagen.se/dokument/H609107.text,2019-06-18,2019,6
H609108,2018/19,108,Protokoll 2018/19:108 Onsdagen den 19 juni,2019-06-19,Protokoll,//data.riksdagen.se/dokument/H609108.html,//data.riksdagen.se/dokument/H609108.text,2019-06-19,2019,6
H609109,2018/19,109,Protokoll 2018/19:109 Måndagen den 24 juni,2019-06-24,Protokoll,//data.riksdagen.se/dokument/H609109.html,//data.riksdagen.se/dokument/H609109.text,2019-06-24,2019,6
H609110,2018/19,110,Protokoll 2018/19:110 Tisdagen den 25 juni,2019-06-25,Protokoll,//data.riksdagen.se/dokument/H609110.html,//data.riksdagen.se/dokument/H609110.text,2019-06-25,2019,6
H609111,2018/19,111,Protokoll 2018/19:111 Torsdagen den 29 augusti,2019-08-29,Protokoll,//data.riksdagen.se/dokument/H609111.html,//data.riksdagen.se/dokument/H609111.text,2019-08-29,2019,8
H609112,2018/19,112,Protokoll 2018/19:112 Torsdagen den 5 september,2019-09-05,Protokoll,//data.riksdagen.se/dokument/H609112.html,//data.riksdagen.se/dokument/H609112.text,2019-09-05,2019,9
H7091,2019/20,1,Protokoll 2019/20:1 Tisdagen den 10 september,2019-09-10,Protokoll,//data.riksdagen.se/dokument/H7091.html,//data.riksdagen.se/dokument/H7091.text,2019-09-10,2019,9
H7092,2019/20,2,Protokoll 2019/20:2 Tisdagen den 10 september,2019-09-10,Protokoll,//data.riksdagen.se/dokument/H7092.html,//data.riksdagen.se/dokument/H7092.text,2019-09-10,2019,9
H7093,2019/20,3,Protokoll 2019/20:3 Torsdagen den 12 september,2019-09-12,Protokoll,//data.riksdagen.se/dokument/H7093.html,//data.riksdagen.se/dokument/H7093.text,2019-09-12,2019,9
H7094,2019/20,4,Protokoll 2019/20:4 Fredagen den 13 september,2019-09-13,Protokoll,//data.riksdagen.se/dokument/H7094.html,//data.riksdagen.se/dokument/H7094.text,2019-09-13,2019,9
H7095,2019/20,5,Protokoll 2019/20:5 Tisdagen den 17 september,2019-09-17,Protokoll,//data.riksdagen.se/dokument/H7095.html,//data.riksdagen.se/dokument/H7095.text,2019-09-17,2019,9
H7096,2019/20,6,Protokoll 2019/20:6 Onsdagen den 18 september,2019-09-18,Protokoll,//data.riksdagen.se/dokument/H7096.html,//data.riksdagen.se/dokument/H7096.text,2019-09-18,2019,9
H7097,2019/20,7,Protokoll 2019/20:7 Torsdagen den 19 september,2019-09-19,Protokoll,//data.riksdagen.se/dokument/H7097.html,//data.riksdagen.se/dokument/H7097.text,2019-09-19,2019,9
H7098,2019/20,8,Protokoll 2019/20:8 Fredagen den 20 september,2019-09-20,Protokoll,//data.riksdagen.se/dokument/H7098.html,//data.riksdagen.se/dokument/H7098.text,2019-09-20,2019,9
H7099,2019/20,9,Protokoll 2019/20:9 Tisdagen den 24 september,2019-09-24,Protokoll,//data.riksdagen.se/dokument/H7099.html,//data.riksdagen.se/dokument/H7099.text,2019-09-24,2019,9
H70910,2019/20,10,Protokoll 2019/20:10 Torsdagen den 26 september,2019-09-26,Protokoll,//data.riksdagen.se/dokument/H70910.html,//data.riksdagen.se/dokument/H70910.text,2019-09-26,2019,9
H70911,2019/20,11,Protokoll 2019/20:11 Fredagen den 27 september,2019-09-27,Protokoll,//data.riksdagen.se/dokument/H70911.html,//data.riksdagen.se/dokument/H70911.text,2019-09-27,2019,9
H70937,2019/20,37,Protokoll 2019/20:37 Fredagen den 22 november,2019-11-22,Protokoll,//data.riksdagen.se/dokument/H70937.html,//data.riksdagen.se/dokument/H70937.text,2019-11-22,2019,11
H70938,2019/20,38,Protokoll 2019/20:38 Tisdagen den 26 november,2019-11-26,Protokoll,//data.riksdagen.se/dokument/H70938.html,//data.riksdagen.se/dokument/H70938.text,2019-11-26,2019,11
H70939,2019/20,39,Protokoll 2019/20:39 Onsdagen den 27 november,2019-11-27,Protokoll,//data.riksdagen.se/dokument/H70939.html,//data.riksdagen.se/dokument/H70939.text,2019-11-27,2019,11
H70940,2019/20,40,Protokoll 2019/20:40 Torsdagen den 28 november,2019-11-28,Protokoll,//data.riksdagen.se/dokument/H70940.html,//data.riksdagen.se/dokument/H70940.text,2019-11-28,2019,11
H70941,2019/20,41,Protokoll 2019/20:41 Fredagen den 29 november,2019-11-29,Protokoll,//data.riksdagen.se/dokument/H70941.html,//data.riksdagen.se/dokument/H70941.text,2019-11-29,2019,11
H70942,2019/20,42,Protokoll 2019/20:42 Måndagen den 2 december,2019-12-02,Protokoll,//data.riksdagen.se/dokument/H70942.html,//data.riksdagen.se/dokument/H70942.text,2019-12-02,2019,12
H70943,2019/20,43,Protokoll 2019/20:43 Tisdagen den 3 december,2019-12-03,Protokoll,//data.riksdagen.se/dokument/H70943.html,//data.riksdagen.se/dokument/H70943.text,2019-12-03,2019,12
H70944,2019/20,44,Protokoll 2019/20:44 Onsdagen den 4 december,2019-12-04,Protokoll,//data.riksdagen.se/dokument/H70944.html,//data.riksdagen.se/dokument/H70944.text,2019-12-04,2019,12
H70945,2019/20,45,Protokoll 2019/20:45 Torsdagen den 5 december,2019-12-05,Protokoll,//data.riksdagen.se/dokument/H70945.html,//data.riksdagen.se/dokument/H70945.text,2019-12-05,2019,12
H70946,2019/20,46,Protokoll 2019/20:46 Fredagen den 6 december,2019-12-06,Protokoll,//data.riksdagen.se/dokument/H70946.html,//data.riksdagen.se/dokument/H70946.text,2019-12-06,2019,12
H70947,2019/20,47,Protokoll 2019/20:47 Måndagen den 9 december,2019-12-09,Protokoll,//data.riksdagen.se/dokument/H70947.html,//data.riksdagen.se/dokument/H70947.text,2019-12-09,2019,12
H70948,2019/20,48,Protokoll 2019/20:48 Tisdagen den 10 december,2019-12-10,Protokoll,//data.riksdagen.se/dokument/H70948.html,//data.riksdagen.se/dokument/H70948.text,2019-12-10,2019,12
H70949,2019/20,49,Protokoll 2019/20:49 Onsdagen den 11 december,2019-12-11,Protokoll,//data.riksdagen.se/dokument/H70949.html,//data.riksdagen.se/dokument/H70949.text,2019-12-11,2019,12
H70950,2019/20,50,Protokoll 2019/20:50 Torsdagen den 12 december,2019-12-12,Protokoll,//data.riksdagen.se/dokument/H70950.html,//data.riksdagen.se/dokument/H70950.text,2019-12-12,2019,12
H70951,2019/20,51,Protokoll 2019/20:51 Fredagen den 13 december,2019-12-13,Protokoll,//data.riksdagen.se/dokument/H70951.html,//data.riksdagen.se/dokument/H70951.text,2019-12-13,2019,12
H70952,2019/20,52,Protokoll 2019/20:52 Måndagen den 16 december,2019-12-16,Protokoll,//data.riksdagen.se/dokument/H70952.html,//data.riksdagen.se/dokument/H70952.text,2019-12-16,2019,12
H70953,2019/20,53,Protokoll 2019/20:53 Tisdagen den 17 december,2019-12-17,Protokoll,//data.riksdagen.se/dokument/H70953.html,//data.riksdagen.se/dokument/H70953.text,2019-12-17,2019,12
H70954,2019/20,54,Protokoll 2019/20:54 Onsdagen den 18 december,2019-12-18,Protokoll,//data.riksdagen.se/dokument/H70954.html,//data.riksdagen.se/dokument/H70954.text,2019-12-18,2019,12
H70955,2019/20,55,Protokoll 2019/20:55 Torsdagen den 19 december,2019-12-19,Protokoll,//data.riksdagen.se/dokument/H70955.html,//data.riksdagen.se/dokument/H70955.text,2019-12-19,2019,12
H70956,2019/20,56,Protokoll 2019/20:56 Fredagen den 20 december,2019-12-20,Protokoll,//data.riksdagen.se/dokument/H70956.html,//data.riksdagen.se/dokument/H70956.text,2019-12-20,2019,12
H70978,2019/20,78,Protokoll 2019/20:78 Torsdagen den 20 februari,2020-02-20,Protokoll,//data.riksdagen.se/dokument/H70978.html,//data.riksdagen.se/dokument/H70978.text,2020-02-20,2020,2
H70979,2019/20,79,Protokoll 2019/20:79 Fredagen den 21 februari,2020-02-21,Protokoll,//data.riksdagen.se/dokument/H70979.html,//data.riksdagen.se/dokument/H70979.text,2020-02-21,2020,2
H70980,2019/20,80,Protokoll 2019/20:80 Tisdagen den 3 mars,2020-03-03,Protokoll,//data.riksdagen.se/dokument/H70980.html,//data.riksdagen.se/dokument/H70980.text,2020-03-03,2020,3
H70981,2019/20,81,Protokoll 2019/20:81 Onsdagen den 4 mars,2020-03-04,Protokoll,//data.riksdagen.se/dokument/H70981.html,//data.riksdagen.se/dokument/H70981.text,2020-03-04,2020,3
H70982,2019/20,82,Protokoll 2019/20:82 Torsdagen den 5 mars,2020-03-05,Protokoll,//data.riksdagen.se/dokument/H70982.html,//data.riksdagen.se/dokument/H70982.text,2020-03-05,2020,3
H70983,2019/20,83,Protokoll 2019/20:83 Fredagen den 6 mars,2020-03-06,Protokoll,//data.riksdagen.se/dokument/H70983.html,//data.riksdagen.se/dokument/H70983.text,2020-03-06,2020,3
H70984,2019/20,84,Protokoll 2019/20:84 Tisdagen den 10 mars,2020-03-10,Protokoll,//data.riksdagen.se/dokument/H70984.html,//data.riksdagen.se/dokument/H70984.text,2020-03-10,2020,3
H70985,2019/20,85,Protokoll 2019/20:85 Onsdagen den 11 mars,2020-03-11,Protokoll,//data.riksdagen.se/dokument/H70985.html,//data.riksdagen.se/dokument/H70985.text,2020-03-11,2020,3
H70986,2019/20,86,Protokoll 2019/20:86 Torsdagen den 12 mars,2020-03-12,Protokoll,//data.riksdagen.se/dokument/H70986.html,//data.riksdagen.se/dokument/H70986.text,2020-03-12,2020,3
H70987,2019/20,87,Protokoll 2019/20:87 Tisdagen den 17 mars,2020-03-17,Protokoll,//data.riksdagen.se/dokument/H70987.html,//data.riksdagen.se/dokument/H70987.text,2020-03-17,2020,3
H70988,2019/20,88,Protokoll 2019/20:88 Onsdagen den 18 mars,2020-03-18,Protokoll,//data.riksdagen.se/dokument/H70988.html,//data.riksdagen.se/dokument/H70988.text,2020-03-18,2020,3
H70990,2019/20,90,Protokoll 2019/20:90 Torsdagen den 19 mars,2020-03-19,Protokoll,//data.riksdagen.se/dokument/H70990.html,//data.riksdagen.se/dokument/H70990.text,2020-03-19,2020,3
H70989,2019/20,89,Protokoll 2019/20:89 Torsdagen den 19 mars,2020-03-19,Protokoll,//data.riksdagen.se/dokument/H70989.html,//data.riksdagen.se/dokument/H70989.text,2020-03-19,2020,3
H70991,2019/20,91,Protokoll 2019/20:91 Fredagen den 20 mars,2020-03-20,Protokoll,//data.riksdagen.se/dokument/H70991.html,//data.riksdagen.se/dokument/H70991.text,2020-03-20,2020,3
H70992,2019/20,92,Protokoll 2019/20:92 Tisdagen den 24 mars,2020-03-24,Protokoll,//data.riksdagen.se/dokument/H70992.html,//data.riksdagen.se/dokument/H70992.text,2020-03-24,2020,3
H70993,2019/20,93,Protokoll 2019/20:93 Onsdagen den 25 mars,2020-03-25,Protokoll,//data.riksdagen.se/dokument/H70993.html,//data.riksdagen.se/dokument/H70993.text,2020-03-25,2020,3
H70994,2019/20,94,Protokoll 2019/20:94 Torsdagen den 26 mars,2020-03-26,Protokoll,//data.riksdagen.se/dokument/H70994.html,//data.riksdagen.se/dokument/H70994.text,2020-03-26,2020,3
H70995,2019/20,95,Protokoll 2019/20:95 Fredagen den 27 mars,2020-03-27,Protokoll,//data.riksdagen.se/dokument/H70995.html,//data.riksdagen.se/dokument/H70995.text,2020-03-27,2020,3
H70996,2019/20,96,Protokoll 2019/20:96 Måndagen den 30 mars,2020-03-30,Protokoll,//data.riksdagen.se/dokument/H70996.html,//data.riksdagen.se/dokument/H70996.text,2020-03-30,2020,3
H70997,2019/20,97,Protokoll 2019/20:97 Tisdagen den 31 mars,2020-03-31,Protokoll,//data.riksdagen.se/dokument/H70997.html,//data.riksdagen.se/dokument/H70997.text,2020-03-31,2020,3
H709126,2019/20,126,Protokoll 2019/20:126 Onsdagen den 27 maj,2020-05-27,Protokoll,//data.riksdagen.se/dokument/H709126.html,//data.riksdagen.se/dokument/H709126.text,2020-05-27,2020,5
H709127,2019/20,127,Protokoll 2019/20:127 Torsdagen den 28 maj,2020-05-28,Protokoll,//data.riksdagen.se/dokument/H709127.html,//data.riksdagen.se/dokument/H709127.text,2020-05-28,2020,5
H709128,2019/20,128,Protokoll 2019/20:128 Fredagen den 29 maj,2020-05-29,Protokoll,//data.riksdagen.se/dokument/H709128.html,//data.riksdagen.se/dokument/H709128.text,2020-05-29,2020,5
